,Name,                HIP,Comment,                    RAh,RAm,RAs,DECsign,DECd,DEC’,DEC”,RA_degrees,DEC_degrees,V_mag,band,spectral_type,Planet,Teff,e_Teff,logg,e_logg,[Fe/H],e_feh,works,mass,e_mass
8290,BD +13 0099         ,3550,White dwarf at 72 arcsec     ,0,45,20.9802,+,14,21,46.522,11.3374176,14.3629236,9.79, ,G8            , ,5247,104.94,4.53,0.15,-0.38,0.15,1,0.772,0.0435
8291,BD +13 0374         ,10921,                             ,2,20,39.3215,+,13,40,12.479,35.1638374,13.6701336,8.99, ,K0            , ,5267,105.34,4.4,0.15,-0.12,0.15,1,0.833,0.043
8292,BD +13 0343 B       ,10175,SAO 92823                    ,2,10,52.054,+,13,40,58.73,32.7168922,13.6829805,8.9, ,G5            , ,5442,108.84,4.53,0.15,0.02,0.15,1,0.894,0.049
8293,BD +13 2311 A       ,52942,                             ,10,49,37.1387,+,12,55,45.156,162.4047394,12.9292107,9.38, ,F8            , ,6224,105.808,4.07,0.11,-0.16,0.11,2,1.212,0.096
8294,BD +13 2311 B       ,52942,                             ,10,49,37.136,+,12,55,45.182,162.4047394,12.9292173,10.04, ,              , ,6226,124.52,4.11,0.15,-0.25,0.15,1,1.136,0.1065
8295,BD +13 2567         ,61802,G 60-26                      ,12,39,59.3735,+,12,38,32.09,189.9973907,12.6422472,9.81, ,G0            , ,5400,63,3.71,0.27,-1.2,0.1,6,0.869,0.092
8296,BD +13 2618         ,63510,Double or multiple star      ,13,0,46.582,+,12,22,32.604,195.1940918,12.3757238,9.76, ,M0.5          , ,3847,100,5.58,0.15,0.06,0.15,1,0.468,0.014
8297,BD +13 2698         ,66665,                             ,13,39,59.5725,+,12,35,21.69,204.9982147,12.5893583,9.37, ,F9V           , ,5784,207,4.25,0.37,-0.81,0.16,5,0.836,0.0835
8298,BD +13 2777         ,69893,Primary of wide pair         ,14,18,12.254,+,12,44,29.263,214.5510559,12.7414618,10.57, ,K3            , ,4892,100,4.7,0.15,-0.9,0.15,1,0.621,0.028
8299,BD +13 2995         ,0,                             ,15,44,14.175,+,12,56,51.51,236.0590668,12.9476414,11.9, ,              , ,5696,96.832,4.9,0.11,-1.08,0.11,2,0.74,0.035
8300,BD +13 3683         ,90957,Spectroscopic binary         ,18,33,16.8441,+,13,9,25.488,278.3201599,13.1570797,10.55, ,F5            , ,5607,162,3.71,0.39,-2.38,0.07,4,-1,-1
8301,BD +13 4614         ,104097,Primary of wide pair         ,21,5,23.6886,+,14,32,23.501,316.3487244,14.5398617,10.487, ,K5            , ,4428,100,4.72,0.15,-0.38,0.15,1,0.611,0.031
8302,BD +13 4785         ,107759,Wide binary                  ,21,49,48.8087,+,14,2,17.436,327.4533691,14.0381775,9.64, ,G5            , ,5496,109.92,3.98,0.15,-0.4,0.15,1,0.935,0.0865
8303,BD +14 0003         ,0,G 030-046                    ,0,8,13.436,+,15,0,30.71,2.0559833,15.0085306,11.01, ,K0            , ,5150,103,4.65,0.15,0.15,0.15,1,0.852,0.046
8304,BD +14 2453         ,58253,                             ,11,56,50.3906,+,13,22,38.669,179.2099609,13.377408,9.95, ,G5            , ,5280,105.6,4.28,0.15,-0.35,0.15,1,0.808,0.0545
8305,BD +14 2970         ,0,                             ,15,57,39.9274,+,14,29,57.717,239.4163666,14.4993658,10.06, ,K0            , ,4092,100,1.39,0.15,-0.9,0.15,1,0.94,0.132
8306,BD +14 3384         ,88166,                             ,18,0,24.2043,+,14,42,55.038,270.1008606,14.7152882,9.24, ,K0            , ,5374,75.236,4.63,0.09,-0.72,0.09,3,0.723,0.0295
8307,BD +14 4402         ,102773,                             ,20,43,21.3108,+,15,11,44.946,310.8388062,15.1958179,8.65, ,F5            , ,4780,100,2.58,0.15,0.01,0.15,1,1.38,0.5635
8308,BD +14 4559         ,104780,                             ,21,13,35.9917,+,14,41,21.794,318.3999939,14.6893873,9.66, ,K5            ,P,4936,85,4.43,0.17,0.14,0.11,2,0.803,0.036
8309,BD +15 0028         ,1301,                             ,0,16,20.8649,+,16,38,46.922,4.0869374,16.646368,9.76, ,G0V           , ,5753,115.06,4.47,0.15,-0.66,0.15,1,0.815,0.046
8310,BD +15 0150         ,4754,                             ,1,1,6.5018,+,16,22,21.535,15.2770901,16.3726482,10.65, ,sd:F7:        , ,5518,110.36,3.95,0.15,-1.72,0.15,1,0.811,0.035
8311,BD +15 1305         ,32308,                             ,6,44,42.9763,+,14,54,35.928,101.1790771,14.9099798,10.72, ,              , ,5175,103.5,4.1,0.15,-0.64,0.15,1,0.892,0.0505
8312,BD +15 1906         ,43212,                             ,8,48,10.5046,+,15,6,38.418,132.0437775,15.110672,8.34, ,G5            , ,4922,100,2.97,0.15,0.16,0.15,1,1.977,0.595
8313,BD +15 2325         ,55522,                             ,11,22,18.7654,+,14,26,43.841,170.578186,14.4455118,10.46, ,K2            , ,4800,100,4.5,0.15,-0.58,0.15,1,0.652,0.0325
8314,BD +15 2371         ,0,                             ,11,44,26.8704,+,14,33,41.37,176.111969,14.561492,9.35, ,K0            , ,4749,100,2.86,0.15,0.03,0.15,1,1.115,0.239
8315,BD +15 2372         ,0,                             ,11,44,30.591,+,14,36,32.014,176.1274567,14.6088934,9.75, ,G5            , ,4931,100,2.92,0.15,-0.26,0.15,1,1.104,0.2735
8316,BD +15 2375         ,0,                             ,11,45,55.7087,+,14,36,59.006,176.4821167,14.6163912,10.28, ,              , ,4649,100,2.61,0.15,-0.22,0.15,1,1.052,0.1855
8317,BD +15 2385         ,0,                             ,11,51,45.1335,+,14,50,13.199,177.9380646,14.8369989,9.82, ,K0            , ,4789,100,2.93,0.15,-0.04,0.15,1,1.089,0.214
8318,BD +15 2386         ,0,                             ,11,52,20.7389,+,14,14,14.529,178.0864258,14.2373695,9.65, ,G0            , ,4401,100,2.26,0.15,-0.72,0.15,1,0.941,0.105
8319,BD +15 2387         ,57891,Double or multiple star      ,11,52,24.7524,+,14,27,30.776,178.1031494,14.4585485,9.12, ,K0            , ,4998,100,3.21,0.15,-0.46,0.15,1,0.993,0.1495
8320,BD +15 2390         ,0,                             ,11,52,51.6398,+,14,22,44.976,178.2151642,14.3791599,10.17, ,G5            , ,4824,100,3.23,0.15,-0.06,0.15,1,1.034,0.14
8321,BD +15 2940         ,78407,                             ,16,0,22.9382,+,15,32,48.929,240.0955811,15.5469255,9.01, ,K0            ,P,4817,85,2.76,0.11,-0.22,0.11,2,1.13,0.2775
8322,BD +15 3364         ,88766,                             ,18,7,18.6147,+,15,56,45.581,271.8275757,15.9459944,8.64, ,G6            , ,5685,113.7,4.2,0.15,0,0.15,1,0.981,0.073
8323,BD +15 3456         ,90124,                             ,18,24,26.8148,+,15,40,48.038,276.1117249,15.6800108,9.57, ,A0            , ,4950,100,2.73,0.15,0.09,0.15,1,2.648,0.5585
8324,BD +16 2658         ,70865,                             ,14,29,29.6973,+,15,31,57.498,217.3737488,15.5326385,10.676, ,M2.0          , ,3566,85,4.9,0.11,0,0.11,2,0.5,0.0195
8325,BD +16 2708         ,72944,                             ,14,54,29.237,+,16,6,3.823,223.6218109,16.1010628,10.2, ,M0            , ,3780,100,4.92,0.15,-0.15,0.15,1,0.52,0.025
8326,BD +16 2852         ,0,                             ,15,58,32.8108,+,15,46,47.36,239.6367035,15.7798223,9.67, ,K0            , ,4818,100,2.52,0.15,-0.43,0.15,1,1.109,0.322
8327,BD +16 3263         ,0,Primary of wide pair         ,17,42,50.4759,+,16,45,54.404,265.7103271,16.7651119,9.087, ,G0            , ,5492,109.84,4.5,0.15,-0.09,0.15,1,0.89,0.0485
8328,BD +17 0719C        ,0,Cl*Me25OS325                 ,4,25,25.019,+,17,54,55.22,66.354248,17.9153385,11.3, ,              , ,4185,100,4.65,0.15,0.04,0.15,1,0.611,0.03
8329,BD +17 0455         ,13600,                             ,2,55,16.2855,+,17,53,30.157,43.8178558,17.8917103,8.8, ,K0            , ,5568,94.656,4.52,0.11,0.11,0.11,2,0.96,0.0465
8330,BD +17 0641         ,18096,                             ,3,52,5.0087,+,18,8,5.4,58.020874,18.1348324,9.33, ,G0            , ,5817,116.34,4.46,0.15,0.17,0.15,1,1.052,0.0665
8331,BD +17 1524         ,34902,                             ,7,13,17.4323,+,17,26,1.794,108.3226318,17.4338303,10.27, ,              , ,5079,101.58,4.3,0.15,-0.44,0.15,1,0.74,0.0425
8332,BD +17 2213         ,50826,                             ,10,22,41.2139,+,16,55,52.399,155.6717224,16.931221,9.107, ,G5            , ,5725,114.5,4.47,0.15,-0.28,0.15,1,0.901,0.055
8333,BD +17 2473         ,0,G 59-18                      ,12,23,31.021,+,16,54,9.24,185.8792572,16.9025669,10.18, ,G5            , ,5042,85.714,3.3,0.3,-1.17,0.11,2,0.871,0.08
8334,BD +17 2537         ,62409,                             ,12,47,22.5568,+,16,49,34.943,191.8439941,16.8263741,8.82, ,G0            , ,5900,118,4,0.15,-0.24,0.15,1,1.058,0.1115
8335,BD +17 3025         ,0,HTR333-003                   ,16,26,26.8828,+,17,8,27.096,246.6119995,17.1408596,9.81, ,              , ,6641,132.82,3.71,0.15,0.08,0.15,1,1.788,0.167
8336,BD +17 3248         ,85487,                             ,17,28,14.4702,+,17,30,35.844,262.0603027,17.5099564,9.37, ,KIIvw         , ,5167,97,2.01,0.38,-2.09,0.07,9,-1,-1
8337,BD +17 4708         ,109558,G 126-062  LTT 16493         ,22,11,31.3737,+,18,5,34.173,332.8807068,18.0928268,9.46, ,sdF8          , ,6032,96,4.01,0.17,-1.59,0.08,20,0.805,0.048
8338,BD +18 0219         ,0,                             ,1,40,5.709,+,19,18,5.712,25.0237885,19.3015862,9.25, ,K5            , ,4133,100,2.24,0.15,-0.13,0.15,1,1.027,0.114
8339,BD +18 0289         ,10710,                             ,2,17,55.5409,+,19,40,50.152,34.4814224,19.6805973,8.93, ,G0            , ,5764,97.988,4.41,0.11,-0.16,0.11,2,0.95,0.047
8340,BD +18 0514         ,16896,                             ,3,37,22.6891,+,18,35,48.784,54.3445396,18.5968857,8.73, ,F8            , ,6086,121.72,4.26,0.15,-0.22,0.15,1,1.048,0.0785
8341,BD +18 2757         ,66378,                             ,13,36,31.9723,+,18,9,2.15,204.1332245,18.1505966,9.83, ,KIIvw         , ,4850,85,1.5,0.11,-2.19,0.11,2,1.022,0.2445
8342,BD +18 2776         ,67090,                             ,13,45,5.0809,+,17,47,7.568,206.2711792,17.7854347,9.75, ,M1V           , ,3778,70,4.97,0.23,-0.49,0.09,3,0.489,0.018
8343,BD +18 2890         ,71087,                             ,14,32,13.4855,+,17,25,24.289,218.0561981,17.4234123,9.77, ,              , ,4975,50,2.19,0.13,-1.64,0.06,5,0.895,0.1475
8344,BD +18 2976         ,74003,                             ,15,7,24.2861,+,17,26,58.27,226.8511963,17.4495182,9.85, ,G0            , ,4753,100,1.58,0.15,-2.17,0.15,1,0.909,0.168
8345,BD +18 3186         ,80853,V* VX Her -- RR Lyr type     ,16,30,40.7999,+,18,22,0.552,247.6699982,18.3668194,10.55, ,A4-F4         , ,6450,108,2.12,0.15,-1.52,0.16,3,3.021,0.0205
8346,BD +18 3309         ,83844,                             ,17,8,5.113,+,17,57,37.796,257.0213013,17.9604988,10.46, ,F6            , ,5800,116,4,0.15,-1.79,0.15,1,0.802,0.0355
8347,BD +18 3421         ,86287,                             ,17,37,53.3467,+,18,35,30.16,264.47229,18.591711,9.557, ,M1.0V         , ,3604,73,4.57,0.4,-0.32,0.13,3,0.48,0.019
8348,BD +18 3423         ,86321,                             ,17,38,15.6094,+,18,33,25.47,264.565033,18.5570736,9.781, ,F6V           , ,6072,102,4.15,0.17,-0.87,0.06,9,0.878,0.0525
8349,BD +18 3497         ,87768,                             ,17,55,44.8984,+,18,30,1.382,268.9370728,18.5003834,9.23, ,K5            , ,4280,100,4.5,0.15,0.1,0.15,1,0.641,0.0335
8350,BD +18 5215         ,0,                             ,23,46,56.027,+,19,28,22.25,356.7334595,19.472847,9.74, ,F5            , ,6295,107.015,4.34,0.14,-0.4,0.11,2,1.064,0.0615
8351,BD +19 0271         ,0,                             ,1,39,8.5744,+,20,26,55.108,24.7857265,20.4486408,9.88, ,K2            , ,4261,100,2.2,0.15,-0.31,0.15,1,1.015,0.129
8352,BD +19 0641         ,18719,                             ,4,0,39.5359,+,20,22,49.498,60.1647301,20.3804169,8.66, ,G4V           , ,5546,110.92,4.29,0.15,0.02,0.15,1,0.929,0.056
8353,BD +19 0381         ,0,PM I02358+2013               ,2,35,53.3068,+,20,13,11.583,38.9721107,20.2198849,10.628, ,M2.0V         , ,3546,70,4.9,0.15,0.01,0.09,3,0.492,0.0175
8354,BD +19 1185B        ,0,LHS 1812 secondary wide pair ,6,3,14.52,+,19,21,33.8,90.8105087,19.3593884,13.4, ,M1            , ,3820,100,4.77,0.15,-0.94,0.15,1,0.459,0.02
8355,BD +19 1865         ,38561,V* SZ Gem -- RR Lyr type     ,7,53,43.452,+,19,16,23.94,118.4310532,19.2733173,10.98, ,A0            , ,6050,121,1.9,0.15,-1.65,0.15,1,3.011,0.0165
8356,BD +19 2646         ,64386,                             ,13,11,48.3119,+,18,22,44.833,197.9513092,18.3791199,9.89, ,G0            , ,5510,110.2,4.57,0.15,-0.75,0.15,1,0.751,0.039
8357,BD +19 2803         ,70324,                             ,14,23,20.0463,+,18,33,35.599,215.8335266,18.5598869,9.316, ,G0            , ,5606,95.302,4.48,0.11,-0.53,0.11,2,0.812,0.0405
8358,BD +19 3083         ,80096,                             ,16,21,0.3095,+,19,21,37.035,245.251297,19.3602886,9.088, ,K2            , ,4989,100,4.45,0.15,0.24,0.15,1,0.839,0.0405
8359,BD +19 4601         ,103812,                             ,21,2,12.1706,+,19,54,3.202,315.5506897,19.9008884,9.12, ,G5            , ,5514,93.738,4.48,0.11,-0.59,0.11,2,0.775,0.0365
8360,BD +19 4788         ,0,G 126-36                     ,21,48,19.29,+,19,58,30.6,327.0803528,19.9751663,9.93, ,              , ,5713,225,4.73,0.17,-0.85,0.1,3,0.763,0.0535
8361,BD +19 5116 A       ,116132,PM I23318+1956 W             ,23,31,52.1743,+,19,56,14.128,352.9673767,19.9372578,10.17, ,M3.5V         , ,3492,138,4.85,0.11,0.06,0.11,2,0.491,0.026
8362,BD +19 5116 B       ,0,PM I23318+1956 E             ,23,31,52.5741,+,19,56,14.004,352.9690552,19.9372215,12.4, ,M5V           , ,3072,100,4.86,0.15,0.03,0.15,1,0.43,0.0205
8363,BD +20 0274         ,0,                             ,1,43,40.877,+,21,0,19.04,25.9203205,21.0052891,9.367, ,K5            ,P,4366,122,2.06,0.22,-0.37,0.08,5,1.037,0.1875
8364,BD +20 0518         ,14810,                             ,3,11,14.2302,+,21,5,50.492,47.8092918,21.0973587,8.5, ,G5            ,P,5515,55.15,4.29,0.06,0.26,0.05,7,0.993,0.033
8365,BD +20 0571         ,0,G 005-040                    ,3,27,39.445,+,21,2,35.06,51.9143562,21.0430717,10.79, ,G0            , ,5803,58.03,4.18,0.08,-0.86,0.05,6,0.821,0.0255
8366,BD +20 0594         ,0,                             ,3,34,36.229,+,20,35,57.27,53.6509552,20.5992432,10.85, ,KO            , ,5659,113.18,4.28,0.15,-0.14,0.15,1,0.926,0.057
8367,BD +20 0598         ,16908,                             ,3,37,34.9777,+,21,20,35.449,54.3957443,21.3431816,9.362, ,K0V           , ,4999,100,4.62,0.15,0.18,0.15,1,0.822,0.043
8368,BD +20 1790         ,0,                             ,7,23,43.592,+,20,24,58.66,110.931633,20.4162941,9.93, ,K5            , ,4410,100,4.53,0.15,0.3,0.15,1,0.699,0.034
8369,BD +20 2030         ,0,Spectroscopic binary         ,8,16,7.35,+,19,41,51.6,124.0306244,19.6976662,11.2, ,sd:F0         , ,6135,112,3.77,0.12,-2.71,0.09,3,-1,-1
8370,BD +20 2421         ,0,G 042-034                    ,10,3,12.284,+,19,50,27.03,150.8011932,19.8408432,10.7, ,K2            , ,4820,100,4.48,0.26,-0.81,0.2,2,0.622,0.0325
8371,BD +20 2454         ,0,                             ,10,14,57.1561,+,19,34,28.919,153.7381592,19.5747013,10.42, ,K2            , ,4541,100,2.89,0.15,0.22,0.15,1,1.064,0.1365
8372,BD +20 2457         ,0,                             ,10,16,44.8635,+,19,53,28.974,154.1869202,19.8913822,9.73, ,K2            ,P,4240,129,1.75,0.32,-0.84,0.14,5,0.952,0.1495
8373,BD +20 2464         ,0,                             ,10,19,36.322,+,19,53,41.49,154.9013519,19.8948574,10.61, ,              , ,4363,100,2.6,0.15,0,0.15,1,1.039,0.116
8374,BD +20 2465         ,0,PM I10196+1952               ,10,19,36.2808,+,19,52,12.014,154.9011688,19.8700047,9.52, ,M3.5V         , ,3370,100,4.77,0.15,0.15,0.15,1,0.48,0.0215
8375,BD +20 2473         ,0,                             ,10,21,54.3636,+,19,52,11.675,155.476532,19.8699093,10.55, ,K0            , ,4816,100,2.48,0.15,-0.58,0.15,1,1.048,0.2575
8376,BD +20 2594         ,55592,                             ,11,23,16.2313,+,19,53,37.653,170.817627,19.8937931,9.992, ,G0            , ,5980,66,4.34,0.17,-0.92,0.07,8,0.831,0.0325
8377,BD +20 3603         ,87693,                             ,17,54,43.2323,+,20,16,16.434,268.6801147,20.2712307,9.69, ,F0            , ,6118,75,4.08,0.17,-2.15,0.08,12,-1,-1
8378,BD +20 5125         ,110218,White dwarf at 83 arcsec     ,22,19,34.3581,+,21,22,1.801,334.8931885,21.3671665,10.07, ,K5V           , ,4827,100,4.5,0.15,-0.14,0.15,1,0.731,0.0375
8379,BD +20 5292         ,0,                             ,23,13,17.153,+,20,56,34.92,348.3214722,20.9430332,9.75, ,G5            , ,4975,100,3.5,0.15,-0.76,0.15,1,0.895,0.063
8380,BD +21 0064         ,2700,                             ,0,34,16.2273,+,22,24,48.374,8.5676136,22.4134369,9.65, ,M9            , ,4383,100,2,0.15,-0.09,0.15,1,1.182,0.3535
8381,BD +21 2173         ,0,                             ,10,19,18.4635,+,20,57,33.104,154.8269348,20.9591961,9.54, ,K0            , ,4535,100,2.88,0.15,-0.1,0.15,1,1.019,0.1035
8382,BD +21 2321         ,0,                             ,11,27,24.008,+,20,42,5.63,171.8500366,20.7015648,11.52, ,G0            , ,5400,108,4,0.15,-0.9,0.15,1,0.868,0.0515
8383,BD +21 3245         ,87579,                             ,17,53,29.9358,+,21,19,31.049,268.3747253,21.3252926,8.49, ,K2.5V         , ,4886,85,4.56,0.11,-0.16,0.11,2,0.74,0.0315
8384,BD +21 2763         ,75187,V* OT Ser                    ,15,21,52.9325,+,20,58,39.91,230.4705658,20.9777527,10.003, ,M1.5          , ,3500,100,5.5,0.15,-0.1,0.15,1,0.479,0.021
8385,BD +22 0353         ,11572,Primary of wide pair         ,2,29,7.3416,+,22,52,5.133,37.2805901,22.8680935,9.23, ,              , ,5093,101.86,4.51,0.15,-0.08,0.15,1,0.801,0.0405
8386,BD +22 0396         ,13111,G 5-1                        ,2,48,37.4284,+,22,35,54.373,42.1559486,22.5984383,10.1, ,G4            , ,5681,231,4.49,0.25,-1.03,0.15,4,0.753,0.0575
8387,BD +22 0757         ,0,                             ,4,49,52.76,+,22,29,35.69,72.4698334,22.493248,10.48, ,              , ,5482,109.64,4.61,0.15,-0.67,0.15,1,0.754,0.041
8388,BD +22 2411         ,57828,                             ,11,51,33.5348,+,22,6,52.181,177.88974,22.1144943,9.95, ,G0            , ,4320,100,1,0.15,-1.95,0.15,1,0.883,0.129
8389,BD +22 2442         ,59233,Primary of wide pair         ,12,8,54.6652,+,21,47,19.446,182.2277679,21.7887344,9.49, ,G2V           , ,5435,76.09,4.27,0.4,-0.76,0.09,3,0.779,0.1005
8390,BD +22 2606         ,66374,                             ,13,36,23.3458,+,21,32,24.693,204.0972748,21.5401917,9.42, ,K5            , ,4680,100,2.1,0.15,-0.26,0.15,1,1.325,0.589
8391,BD +22 2716         ,0,WASP-14                      ,14,33,6.3573,+,21,53,40.982,218.2764893,21.8947163,9.745, ,F5V           ,P,6466,109.922,4.14,0.11,-0.06,0.11,2,1.291,0.082
8392,BD +22 4454         ,106947,                             ,21,39,36.4594,+,23,15,55.882,324.9019165,23.265522,9.5, ,G5            , ,5236,73,4.53,0.09,-0.46,0.09,5,0.751,0.031
8393,BD +22 4567         ,109461,                             ,22,10,31.419,+,22,47,49.232,332.6309204,22.7970085,9.22, ,K2V           , ,4800,100,4.75,0.15,-0.33,0.15,1,0.683,0.036
8394,BD +23 0465         ,16529,                             ,3,32,50.0789,+,23,41,31.873,53.2086601,23.6921864,8.87, ,G5            , ,5264,105.28,4.52,0.15,0.18,0.15,1,0.891,0.0475
8395,BD +23 0514         ,0,                             ,3,45,41.8551,+,24,25,53.456,56.4243965,24.4315147,11.36, ,G5            , ,5504,110.08,4.51,0.15,0.01,0.15,1,0.912,0.0505
8396,BD +23 2207B        ,0,Star in double system        ,10,17,14.1,+,23,6,25,154.3087616,23.106945,11.4, ,M1            , ,3740,100,4.83,0.15,-0.33,0.15,1,0.493,0.024
8397,BD +23 3093         ,0,                             ,17,22,7.1,+,23,49,3.3,260.5295715,23.817585,10.1, ,S...          , ,3600,100,1,0.15,0.04,0.15,1,1.082,0.1715
8398,BD +23 3130         ,85855,G 170-047    LTT 15211       ,17,32,41.625,+,23,44,11.631,263.1734314,23.7365646,8.95, ,KIIvw         , ,5173,98,2.63,0.41,-2.54,0.15,10,-1,-1
8399,BD +24 0004B        ,0,G 130-47                     ,0,9,13.88,+,25,16,39,2.3078334,25.2775002,11.48, ,              , ,4085,100,4.67,0.15,-0.15,0.15,1,0.571,0.0265
8400,BD +24 1676         ,36513,                             ,7,30,41.2656,+,24,5,10.238,112.6719437,24.0861778,10.8, ,F             , ,6212,96,3.85,0.24,-2.53,0.07,8,-1,-1
